,#,V,Source In,Source Out,Record In,Record Out,Name,Clip Directory,Duration TC,Frame Rate,Resolution,Video Codec,Audio Codec,Description,Comments,Keywords,Clip Color,Shot,Scene,Take,Flags,Camera #,Date Modified,File Type
1891,1885,V1,00:00:11:15,00:00:12:10,01:33:38:09,01:33:39:04,gettyimages-509677925-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:00:13:22,25.000,480 x 360,H.264,AAC,Description deleted (Tal),,teletype,Navy,,,Getty,,,Sat Jan 25 09:50:09 2020,mp4
1892,1886,V1,00:00:00:14,00:00:03:23,01:33:39:04,01:33:42:13,Télégramme Résiliation Bail 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:04:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Polak,Sat Jan 25 10:31:54 2020,mov
1893,1887,V2,00:00:38:04,00:00:41:13,01:33:39:04,01:33:42:13,200312 SEQ - TELEGRAMME,/Volumes/RAID1/OPUW/Media/Habillage/SEQ Télégrammes s'envolent,00:00:53:19,25.000,1920 x 1080,H.264,AAC,,,,,,,Export,,,Thu Mar 12 18:15:14 2020,mp4
1894,1888,A7,00:00:11:17,00:00:17:12,01:33:41:22,01:33:47:17,9-50 Old Office Teletype 1,/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:49:09,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
1896,1890,V2,00:00:43:08,00:00:46:16,01:33:42:13,01:33:45:21,200312 SEQ - TELEGRAMME,/Volumes/RAID1/OPUW/Media/Habillage/SEQ Télégrammes s'envolent,00:00:53:19,25.000,1920 x 1080,H.264,AAC,,,,,,,Export,,,Thu Mar 12 18:15:14 2020,mp4
1895,1889,V1,00:00:00:18,00:00:04:01,01:33:42:13,01:33:45:21,Télégramme Experts 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:04:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Polak,Sat Jan 25 10:43:04 2020,mov
1897,1891,A4,00:00:18:14,00:00:30:12,01:33:45:20,01:33:57:18,Drone-Dark-Wind,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:01:32:09,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 13:03:14 2017,aif
1899,1893,A6,00:00:55:17,00:00:56:10,01:33:45:20,01:33:46:13,39 Typewriter - Manual - Write - Paper Out - Office,/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:58:08,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 18:18:55 2009,aif
1900,1894,A8,00:00:04:11,00:00:16:09,01:33:45:20,01:33:57:18,Wind-4,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:00:59:21,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu Jan 25 11:31:35 2018,aif
1902,1896,V1,00:07:35:18,00:07:36:14,01:33:45:21,01:33:46:17,nada924-ada3977_vis_14125322_14224722,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:54:10,25.000,640 x 524,H.264,AAC,,,"teletype,cinéma,presse,journal",Navy,,,Atelier des archives,,DP,Sat Jan 25 09:43:05 2020,mp4
1903,1897,A5,00:00:12:13,00:00:13:24,01:33:46:15,01:33:48:01,"1-38 Airport, Control Twr Air Traffic Control_ Two Way Radio Communications, Control Tower",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:01:08:01,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
1904,1898,V1,00:00:15:10,00:00:16:10,01:33:46:17,01:33:47:17,gettyimages-509460235-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:00:20:15,25.000,480 x 360,H.264,AAC,Description deleted (Tal),,teletype,Navy,,,Getty,,,Sat Jan 25 09:48:57 2020,mp4
1908,1902,A6,00:00:05:22,00:00:13:23,01:33:47:17,01:33:55:18,"4-02 Crowd, Church Small Crowd Filing Into Church 2",/Volumes/RAID1/OPUW/Media/Sound FX/people,00:00:39:21,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
1907,1901,A3,00:02:18:10,00:02:26:11,01:33:47:17,01:33:55:18,24 Construction site - environment - distant,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:02:58:23,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:35 2009,aif
1906,1900,V2,00:08:20:02,00:08:24:18,01:33:47:17,01:33:57:18,Normandie voyage inaugural,/Volumes/RAID1/OPUW/Media/Archives/French Lines,00:11:07:18,25.000,702 x 576,H.264,AAC,,,"Normandie,Le Havre",Navy,,,French Lines,,,Fri Sep  6 18:39:20 2019,mp4
1905,1899,V1,00:00:00:00,00:00:08:01,01:33:47:17,01:33:55:18,Sauver les meubles 02,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:08:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,1942-01-08 IMG_1584.02,Miottel,,,Sat Jan 25 10:55:37 2020,mov
1911,1905,A5,00:00:05:07,00:00:13:18,01:33:56:16,01:34:05:02,"3-77 Metal, Hit Anvil Hit, Reverberant _ Metal Clank, Reverberant",/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:00:16:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
1912,1906,V1,00:00:00:00,00:00:00:00,01:33:57:18,01:33:59:18,screencapture-artsandculture-google-asset-ss-normandie-kgFB8YRTBfwJXw-2019-06-10-16_20_[45-45],/Volumes/RAID1/OPUW/Media/Photos/Life/Web Captures/Normandie saisie,00:00:00:01,25.000,2560 x 2820,JPEG,,,,"Normandie,saisie",Apricot,1941,,LIFE,,,Mon Jun 10 16:20:48 2019,jpg
1913,1907,A3,00:00:32:19,00:00:46:04,01:33:57:18,01:34:11:03,24 Construction site - environment - distant,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:02:58:23,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:35 2009,aif
1914,1908,V1,00:00:00:00,00:00:00:00,01:33:59:18,01:34:01:08,screencapture-artsandculture-google-asset-ss-normandie-qQEfAMMEfjH-UA-2019-06-10-16_22_[42-42],/Volumes/RAID1/OPUW/Media/Photos/Life/Web Captures/Normandie saisie,00:00:00:01,25.000,2560 x 2820,JPEG,,,,"Normandie,saisie",Apricot,1941,,LIFE,,,Mon Jun 10 16:22:44 2019,jpg
1915,1909,V1,00:00:00:00,00:00:00:00,01:34:01:08,01:34:03:02,screencapture-artsandculture-google-asset-ss-normandie-BgGwQOzAeFyp6w-2019-06-10-16_22_[07-07],/Volumes/RAID1/OPUW/Media/Photos/Life/Web Captures/Normandie saisie,00:00:00:01,25.000,2560 x 2820,JPEG,,,,"Normandie,saisie",Apricot,1941,,LIFE,,,Mon Jun 10 16:22:10 2019,jpg
1918,1912,A4,00:00:25:01,00:00:44:01,01:34:03:02,01:34:22:02,"11-04 Construction, Ambience_ Home Construction_ Hammers, Saws",/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:01:26:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 14:46:00 2009,aif
1917,1911,V1,00:00:00:00,00:00:00:00,01:34:03:02,01:34:05:01,screencapture-artsandculture-google-asset-ss-normandie-fQEI002CMITjJw-2019-06-10-16_22_[57-57],/Volumes/RAID1/OPUW/Media/Photos/Life/Web Captures/Normandie saisie,00:00:00:01,25.000,2560 x 2820,JPEG,,,,"Normandie,saisie",Apricot,1941,,LIFE,,,Mon Jun 10 16:22:59 2019,jpg
1919,1913,V1,00:00:00:00,00:00:03:01,01:34:05:01,01:34:08:02,Plan Conversion 02,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Ferreiro,Sun Jan 26 08:40:52 2020,mov
1920,1914,V1,00:00:00:00,00:00:03:01,01:34:08:02,01:34:11:03,Plan Conversion 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Ferreiro,Sun Jan 26 08:34:44 2020,mov
1926,1920,A7,00:00:32:05,00:00:40:04,01:34:11:03,01:34:19:02,21 Welding - arc welding - close - construction site,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:01:29:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:07 2009,aif
1921,1915,V1,05:04:18:04,05:04:20:12,01:34:11:03,01:34:13:11,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1923,1917,A3,00:01:25:23,00:01:59:16,01:34:11:03,01:34:44:21,24 Construction site - environment - distant,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:02:58:23,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:35 2009,aif
1924,1918,A5,00:01:23:14,00:01:57:07,01:34:11:03,01:34:44:21,"10-20 Ocean, Light (Ocean Ambience_ Light Waves Seagulls Water)",/Volumes/RAID1/OPUW/Media/Sound FX/water,00:02:21:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Nov  9 19:57:05 2008,aif
1925,1919,A6,00:01:07:17,00:01:41:10,01:34:11:03,01:34:44:21,24 Construction site - environment - distant,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:02:58:23,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:35 2009,aif
1928,1922,V1,05:02:38:22,05:02:41:06,01:34:13:11,01:34:15:20,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1929,1923,V1,00:00:31:01,00:00:32:24,01:34:15:20,01:34:17:18,'Normandie' Interiors | AP Archive (1942),/Volumes/RAID1/OPUW/Media/Archives/AP,00:00:56:00,25.000,640 x 360,H.264,AAC,,,"Normandie,saisie,conversion",Navy,1941,,Associated Press,,BM,Sun Jun  2 06:40:06 2019,mp4
1931,1925,V5,05:04:24:20,05:04:27:05,01:34:16:17,01:34:19:02,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1932,1926,V1,00:00:28:22,00:00:30:14,01:34:17:18,01:34:19:10,'Normandie' Interiors | AP Archive (1942),/Volumes/RAID1/OPUW/Media/Archives/AP,00:00:56:00,25.000,640 x 360,H.264,AAC,,,"Normandie,saisie,conversion",Navy,1941,,Associated Press,,BM,Sun Jun  2 06:40:06 2019,mp4
1933,1927,V5,00:00:07:21,00:00:10:00,01:34:19:02,01:34:22:02,smoke-billows-from-the-ship-on-fire-fire-engines-and-men-scramble-video-id450041968,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:27:05,23.976,640 x 360,H.264,AAC,,,"Normandie,conversion,incendie,renflouement,chaviré",Navy,,,Getty,,,Fri Sep 13 11:50:38 2019,mp4
1934,1928,A7,00:00:16:02,00:00:19:02,01:34:19:02,01:34:22:02,21 Welding - arc welding - close - construction site,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:01:29:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:07 2009,aif
1935,1929,V1,00:00:20:07,00:00:21:18,01:34:19:10,01:34:20:20,502797805,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:15:07,29.970,480 x 360,H.264,AAC,Bus ambulance leaving / people watching from New Jersey side of Hudson River / view of Normandie with plane passing in front / Normandie at pier / men welding on side of ship / dismantling inside / putting piece into boxes / Normandie from New Jersey side / close up of Admiral Adolphus Andrews / tugboats at side of ship / side of ship with water pouring off / view of Normandie.,,"Normandie,incendie,conversion,Adolphus Andrews",Navy,1942,,Getty,,,Sun Jun 24 22:03:41 2018,mp4
1936,1930,V1,00:00:40:08,00:00:41:19,01:34:20:20,01:34:22:06,'Normandie' Interiors | AP Archive (1942),/Volumes/RAID1/OPUW/Media/Archives/AP,00:00:56:00,25.000,640 x 360,H.264,AAC,,,"Normandie,saisie,conversion",Navy,1941,,Associated Press,,BM,Sun Jun  2 06:40:06 2019,mp4
1937,1931,V5,05:02:50:00,05:02:53:02,01:34:22:02,01:34:25:04,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1938,1932,A7,00:00:02:01,00:00:02:24,01:34:22:02,01:34:23:00,"43 Radio,Tuning Tuning Across Dial Of Old Radio",/Volumes/RAID1/OPUW/Media/Sound FX/radio,00:00:35:16,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:59 2019,wav
1939,1933,A8,00:00:27:23,00:00:29:13,01:34:22:02,01:34:23:17,"43 Radio,Tuning Tuning Across Dial Of Old Radio",/Volumes/RAID1/OPUW/Media/Sound FX/radio,00:00:35:16,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:59 2019,wav
1940,1934,V1,00:06:07:18,00:06:09:00,01:34:22:06,01:34:23:16,SHERMAN GRINBERG2,/Volumes/RAID1/OPUW/Media/Archives/Sherman Grinberg,00:16:32:04,29.970,1920 x 1080,MPEG4 Video,AAC,19430715 Normandie renflouement 19420209 Incendie très beaux plans + Andrews 19420113 Conversion SUPER 19350605 Accueil NY super avec enfant aux jumelles projector sound,Recherches archives Normandie 03.07.19,"conversion,renflouement,saisie,avion,traversée,Adolphus Andrews,passerelle,Pugnet,Lebrun,gloire,luxe,New York,port,peur,blackout,War Department,Normandie,incendie,sound",Navy,1935-1943,Subs:incendie,Sherman Grinberg,Yellow;Green,,Wed Jul  3 16:35:40 2019,mp4
1941,1935,A1,00:05:36:20,00:05:53:14,01:34:23:00,01:34:39:19,411231-waseumc_ryan425_2029a,/Volumes/RAID1/OPUW/Media/Archives/University of Washington/Michael 191126,00:10:23:18,0.000,,,MP3,,,radio,Navy,,,University of Washington,Cocoa,,Tue Nov 26 07:41:34 2019,mp3
1942,1936,V1,00:00:26:09,00:00:29:03,01:34:23:16,01:34:26:11,502797805,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:15:07,29.970,480 x 360,H.264,AAC,Bus ambulance leaving / people watching from New Jersey side of Hudson River / view of Normandie with plane passing in front / Normandie at pier / men welding on side of ship / dismantling inside / putting piece into boxes / Normandie from New Jersey side / close up of Admiral Adolphus Andrews / tugboats at side of ship / side of ship with water pouring off / view of Normandie.,,"Normandie,incendie,conversion,Adolphus Andrews",Navy,1942,,Getty,,,Sun Jun 24 22:03:41 2018,mp4
1943,1937,V1,00:06:11:06,00:06:12:14,01:34:26:11,01:34:27:18,SHERMAN GRINBERG2,/Volumes/RAID1/OPUW/Media/Archives/Sherman Grinberg,00:16:32:04,29.970,1920 x 1080,MPEG4 Video,AAC,19430715 Normandie renflouement 19420209 Incendie très beaux plans + Andrews 19420113 Conversion SUPER 19350605 Accueil NY super avec enfant aux jumelles projector sound,Recherches archives Normandie 03.07.19,"conversion,renflouement,saisie,avion,traversée,Adolphus Andrews,passerelle,Pugnet,Lebrun,gloire,luxe,New York,port,peur,blackout,War Department,Normandie,incendie,sound",Navy,1935-1943,Subs:incendie,Sherman Grinberg,Yellow;Green,,Wed Jul  3 16:35:40 2019,mp4
1944,1938,V1,05:03:01:15,05:03:03:14,01:34:27:18,01:34:29:17,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1945,1939,V1,05:03:43:20,05:03:48:06,01:34:29:17,01:34:34:03,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1946,1940,V1,05:03:33:10,05:03:38:03,01:34:34:03,01:34:38:21,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1947,1941,V1,00:00:30:08,00:00:33:10,01:34:38:21,01:34:41:23,Normandie Renamed Lafayette (1942),/Volumes/RAID1/OPUW/Media/Archives/British Pathé,00:00:37:20,25.000,352 x 264,H.264,AAC,Conversion en Lafayette / On enlève les lettres,,"Normandie,conversion",Navy,1942,,British Pathé,Green,,Tue Jul 10 12:48:13 2018,mp4
1950,1944,A7,00:00:16:14,00:00:19:12,01:34:41:23,01:34:44:21,21 Welding - arc welding - close - construction site,/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:01:29:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 17:45:07 2009,aif
1949,1943,V1,05:04:35:02,05:04:36:10,01:34:41:23,01:34:43:06,1 NUM470-Ocean Liners,/Volumes/RAID1/OPUW/Media/Archives/Lobster,00:08:35:22,25.000,1024 x 576,H.264,Linear PCM,,,"Normandie,renflouement,lettres,conversion",Navy,1941-1942,,Lobster,Green,NARA,Thu Aug  1 12:57:23 2019,mov
1951,1945,A4,00:00:00:00,00:00:07:19,01:34:42:03,01:34:49:22,Title-Whoosh-Hit-01,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:07:19,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 13:01:53 2017,aif
1952,1945,A4,00:00:00:00,00:00:07:19,01:34:42:03,01:34:49:22,Title-Whoosh-Hit-01,/Volumes/RAID1/OPUW/Media/Sound FX/short,00:00:07:19,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 13:01:53 2017,aif
1953,1946,V1,00:00:10:02,00:00:11:16,01:34:43:06,01:34:44:21,smoke-billows-from-the-ship-on-fire-fire-engines-and-men-scramble-video-id450041968,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:27:05,23.976,640 x 360,H.264,AAC,,,"Normandie,conversion,incendie,renflouement,chaviré",Navy,,,Getty,,,Fri Sep 13 11:50:38 2019,mp4
1954,1947,V1,00:00:00:22,00:00:04:17,01:34:44:21,01:34:48:16,Hitchcock avec Lloyd 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:06:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,1203_BW_00024A,mptv,,,Sun Jan 26 12:18:35 2020,mov
1955,1948,V2,00:00:00:00,00:00:04:15,01:34:44:21,01:34:49:12,Hitchcock avec Lloyd 03,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:06:00,23.976,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,1203_BW_00011A.jpg,mptv,,,Thu Jul 30 18:37:22 2020,mov
1956,1949,A3,00:00:19:23,00:00:35:17,01:34:44:21,01:35:00:15,Drone-Wind-02,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:01:30:07,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 13:03:31 2017,aif
1958,1951,A5,00:00:30:04,00:00:45:23,01:34:44:21,01:35:00:15,Wind-4,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:00:59:21,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu Jan 25 11:31:35 2018,aif
1960,1953,V1,00:00:00:00,00:00:05:04,01:34:48:16,01:34:53:20,Hitchcock avec Lane et Lloyd 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:06:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,OC03,mptv,,,Sun Jan 26 12:21:37 2020,mov
1963,1956,V1,00:00:00:10,00:00:05:13,01:34:53:20,01:34:58:23,Hitchcock cadre avec mains 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:06:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,TimeLife_image_115685720,LIFE,,,Sun Jan 26 12:24:58 2020,mov
1964,1957,V2,00:00:00:00,00:00:00:00,01:34:55:11,01:35:00:15,Saboteur Taxi Script 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:08:00,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Inconnu,Thu Feb 13 13:25:20 2020,mov
1966,1959,A4,00:00:54:12,00:01:14:08,01:34:58:00,01:35:17:22,"2-12 City, Small (Small Town_ Traffic Steam Train Whistle Church Bells Ambience)",/Volumes/RAID1/OPUW/Media/Sound FX/city,00:03:04:18,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Nov  9 21:06:29 2008,aif
1968,1961,V1,00:00:05:13,00:00:05:13,01:34:58:23,01:34:59:19,Hitchcock cadre avec mains 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:06:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,TimeLife_image_115685720,LIFE,,,Sun Jan 26 12:24:58 2020,mov
1969,1962,V1,00:00:00:00,00:00:09:01,01:35:00:15,01:35:09:16,Hotel Bristol 01_1,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:10:00,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,Hotel Bristol nyhs_PR181_b-12_9443-01,NYHS,,,Sun Jan 26 14:15:34 2020,mov
1970,1963,A3,00:00:08:00,00:00:45:23,01:35:00:15,01:35:38:13,Drone-Wind-02,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:01:30:07,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 13:03:31 2017,aif
1972,1965,A5,00:00:18:06,00:00:54:05,01:35:00:15,01:35:36:14,Wind-4,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:00:59:21,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Thu Jan 25 11:31:35 2018,aif
1974,1967,A9,00:00:02:07,00:01:05:24,01:35:09:13,01:36:13:05,Auld Lang Syne MASTER Clean,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:01:06:00,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,,,Wed Jan 22 18:05:12 2020,aif
1976,1969,V1,00:00:00:00,00:00:08:06,01:35:09:16,01:35:17:22,Caillavet Enveloppe 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:09:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Anne Rebours,,,Sun Jan 26 14:15:50 2020,mov
1979,1972,V1,00:00:00:00,00:00:00:00,01:35:17:22,01:35:21:19,HLH 15,/Volumes/RAID1/OPUW/Media/Photos/Anne Rebours/JPEG,00:00:00:01,25.000,5833 x 4557,JPEG,,,,Le Huédé,Yellow,,,Anne Rebours,,,Thu Nov  7 22:12:02 2019,jpg
1980,1973,V1,00:00:00:00,00:00:07:08,01:35:21:19,01:35:29:02,Le Huédé Hélice Normandie 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:08:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Anne Rebours,,,Sun Jan 26 14:15:10 2020,mov
1981,1974,A6,00:00:28:24,00:00:43:19,01:35:21:19,01:35:36:14,"10-20 Ocean, Light (Ocean Ambience_ Light Waves Seagulls Water)",/Volumes/RAID1/OPUW/Media/Sound FX/water,00:02:21:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Nov  9 19:57:05 2008,aif
1985,1978,V1,00:00:00:00,00:00:07:12,01:35:29:02,01:35:36:14,Le Huédé avec copains 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:08:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,HLH 12.jpg,Anne Rebours,,,Sun Jan 26 14:15:21 2020,mov
1987,1980,A4,00:00:00:00,00:00:40:17,01:35:34:21,01:36:15:13,"4-19 Crowd, Party Dinner Party, Voices, Laughter, Dishes",/Volumes/RAID1/OPUW/Media/Sound FX/people,00:01:06:22,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
1988,1981,V1,00:00:18:07,00:00:19:07,01:35:36:14,01:35:37:15,2253,/Volumes/RAID1/OPUW/Media/Archives/Sherman Grinberg,00:00:23:03,23.976,640 x 360,H.264,AAC,,,"cinéma,projecteur",Navy,,,Sherman Grinberg,,,Tue Jan 14 15:05:18 2020,mp4
1990,1983,A5,00:00:27:04,00:01:06:03,01:35:36:14,01:36:15:13,"1-23 Crowd, Outdoor (Large Crowd_ Street Party_ Large Celebration Ambience)",/Volumes/RAID1/OPUW/Media/Sound FX/people,00:03:03:04,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Nov  9 21:06:16 2008,aif
1991,1984,V1,10:15:03:23,10:15:04:18,01:35:37:15,01:35:38:10,AKH_M2987,/Volumes/RAID1/OPUW/Media/Archives/AKH,00:48:37:23,25.000,768 x 576,H.264,AAC,"Life in the Thirties, Great Depression, Crise de 1929, Congrès avec fumée",,"Congrès,Washington,Maison-Blanche,FDR,radio,New Year's Eve,sabotage,Toscanini,New York,illustres,Nazis,Hindenburg",Navy,1939,,AKH,Green,NB,Mon Jun 24 23:12:53 2019,mov
1992,1985,V1,10:15:10:21,10:15:11:13,01:35:38:10,01:35:39:02,AKH_M2987,/Volumes/RAID1/OPUW/Media/Archives/AKH,00:48:37:23,25.000,768 x 576,H.264,AAC,"Life in the Thirties, Great Depression, Crise de 1929, Congrès avec fumée",,"Congrès,Washington,Maison-Blanche,FDR,radio,New Year's Eve,sabotage,Toscanini,New York,illustres,Nazis,Hindenburg",Navy,1939,,AKH,Green,NB,Mon Jun 24 23:12:53 2019,mov
1993,1986,V1,00:04:31:18,00:04:32:17,01:35:39:02,01:35:40:01,200-UN-13-343 #1A-F,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191111,00:06:26:08,29.970,720 x 544,H.264,AAC,,"Was 200-UN-13-343 #1A-F, cf mail from Michael 191115","New York,New Year's Eve",Navy,,VIS 7577,ADA DP (NARA),Cocoa,,Mon Nov 11 13:35:56 2019,mp4
1994,1987,V1,00:04:29:13,00:04:30:19,01:35:40:01,01:35:41:06,200-UN-13-343 #1A-F,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191111,00:06:26:08,29.970,720 x 544,H.264,AAC,,"Was 200-UN-13-343 #1A-F, cf mail from Michael 191115","New York,New Year's Eve",Navy,,VIS 7577,ADA DP (NARA),Cocoa,,Mon Nov 11 13:35:56 2019,mp4
